# //  Questa Sim-64
# //  Version 2019.2_1 linux_x86_64 May 13 2019
# //
# //  Copyright 1991-2019 Mentor Graphics Corporation
# //  All Rights Reserved.
# //
# //  QuestaSim and its associated documentation contain trade
# //  secrets and commercial or financial information that are the property of
# //  Mentor Graphics Corporation and are privileged, confidential,
# //  and exempt from disclosure under the Freedom of Information Act,
# //  5 U.S.C. Section 552. Furthermore, this information
# //  is prohibited from disclosure under the Trade Secrets Act,
# //  18 U.S.C. Section 1905.
# //
# Project file /u/rseth/ece571_hw2_yaalu/hw2_yaalu.mpf was not found.
# Unable to open project.
# Loading project ece571_rwb
# reading /pkgs/mentor/questa/2019.2_1/questasim/linux_x86_64/../modelsim.ini
# Loading project hw3_shiftreg
# Compile of regWithBenefits.sv failed with 1 errors.
# Compile of tb_rwb.sv failed with 2 errors.
# 2 compiles, 2 failed with 3 errors.
# Compile of regWithBenefits.sv was successful.
# Compile of tb_rwb.sv was successful.
# 2 compiles, 0 failed with no errors.
vsim work.test_rwb
#                  145CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  150CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  155CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  160CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  165CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  170CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  175CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  180CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  185CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  190CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
# Simulation concluded!
#                  195CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  200CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  205CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  210CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  215CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  220CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  225CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  230CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  235CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  240CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  245CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  250CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  255CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  260CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  265CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  270CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  275CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  280CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  285CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  290CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  295CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
# Compile of regWithBenefits.sv was successful.
# Compile of tb_rwb.sv was successful.
# 2 compiles, 0 failed with no errors.
restart -f
# ** Note: (vsim-3813) Design is being optimized due to module recompilation...
# Loading sv_std.std
# Loading work.test_rwb(fast)
run 300
# Simulation starting...
# 
#                    5	CONTROL SIGNALS = rst 1 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
# Walking a 1 across the register.
# 
#                   10	CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 1 -- DATA OUT: 00000000b
#                   15	CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 1 -- DATA OUT: 00000001b
#                   20	CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000001b
#                   25	CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000010b
#                   30	CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000010b
#                   35	CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000100b
#                   40	CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000100b
#                   45	CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00001000b
#                   50	CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00001000b
#                   55	CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00010000b
#                   60	CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00010000b
#                   65	CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00100000b
#                   70	CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00100000b
#                   75	CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 01000000b
#                   80	CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 01000000b
#                   85	CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 10000000b
#                   90	CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 10000000b
#                   95	CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  100	CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  105	CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  110	CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  115	CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  120	CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  125	CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  130	CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  135	CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  140	CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  145	CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  150	CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  155	CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  160	CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  165	CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  170	CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  175	CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  180	CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  185	CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  190	CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  195	CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
# Simulation concluded!
#                  200	CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  205	CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  210	CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  215	CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  220	CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  225	CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  230	CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  235	CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  240	CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  245	CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  250	CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  255	CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  260	CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  265	CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  270	CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  275	CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  280	CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  285	CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  290	CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
#                  295	CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000b
# Compile of regWithBenefits.sv was successful.
# Compile of tb_rwb.sv was successful.
# 2 compiles, 0 failed with no errors.
restart -f
# ** Note: (vsim-3813) Design is being optimized due to module recompilation...
# Loading sv_std.std
# Loading work.test_rwb(fast)
run 500
# Simulation starting...
# 
#                    5CONTROL SIGNALS = rst 1 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
# Walking a 1 across the register.
# 
#                   10CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 1 -- DATA OUT: 00000000
# 
#                   15CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 1 -- DATA OUT: 00000000
# 
#                   20CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000001
# 
#                   25CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000001
# 
#                   30CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000010
# 
#                   35CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000010
# 
#                   40CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000100
# 
#                   45CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000100
# 
#                   50CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00001000
# 
#                   55CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00001000
# 
#                   60CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00010000
# 
#                   65CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00010000
# 
#                   70CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00100000
# 
#                   75CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00100000
# 
#                   80CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 01000000
# 
#                   85CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 01000000
# 
#                   90CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 10000000
# 
#                   95CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 10000000
# 
# Asserting clr..
# 
#                  100CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  105CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  110CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  115CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  120CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  125CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  130CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  135CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  140CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  145CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  150CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  155CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  160CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  165CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  170CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  175CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  180CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  185CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  190CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  195CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
# Simulation concluded!
# 
#                  200CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  205CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  210CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  215CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
# Loading 0xAA
# 
#                  220CONTROL SIGNALS = rst 0 - clr 1 - ld 1 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  225CONTROL SIGNALS = rst 0 - clr 1 - ld 1 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
